9687 27657
1722 6318 -505
8335 6698 434
7203 4869 -352
8022 3247 953
5419 4824 73
7474 3304 181
6016 3611 339
1096 749 420
7327 862 229
2694 905 -826
5122 3158 590
2768 2735 745
4732 3304 750
4962 651 -507
1603 1837 -509
8727 3945 87
6537 9671 -538
7635 6525 -166
613 5238 410
7950 5043 -520
9557 6165 -658
1880 6468 632
3871 186 636
2707 7355 590
862 977 -957
4041 361 -106
1216 9592 475
8734 3271 548
4949 6080 819
951 7816 -706
3777 6107 425
2167 7002 235
1298 5441 915
5439 8830 -332
8206 6807 -880
584 376 -387
4085 8140 -190
9615 542 -596
1296 1456 -626
7907 1282 814
5273 4714 41
3190 7242 -345
2610 6851 737
8240 1022 616
4887 7349 -564
8898 3914 -573
255 1304 891
5807 5327 583
6340 2792 -217
308 8304 295
5799 8952 476
6813 9049 885
7688 8879 -111
8415 9358 692
1473 2060 -450
7345 6 915
2322 8486 -975
8298 8122 415
1667 8444 -455
1188 3291 -990
3062 2568 -689
8688 872 -848
212 7527 -839
7557 8856 999
8155 5884 -847
677 6139 -680
2511 6295 453
6786 1870 -588
9104 960 -914
8267 8705 278
1018 6990 -819
617 5878 -219
1491 9257 108
7821 6148 -931
8303 5221 65
9142 8679 175
5618 2684 -293
2975 5376 -894
5795 1664 -638
9548 5725 -183
1920 7678 -961
3898 2197 -615
7840 8698 598
2744 7596 291
805 214 992
5057 8496 788
4277 1257 -884
4265 2782 291
4020 4072 -467
4242 2022 412
6289 1101 -558
8428 4906 -835
194 667 870
4969 950 -717
3032 3738 -452
6340 8599 141
2381 3948 -637
5824 6577 213
4471 2605 -677
8497 4306 973
7356 2768 -633
2129 406 863
9118 6793 61
8418 2446 -479
695 1189 -744
7128 1159 -176
9628 6288 949
1469 2367 446
6602 1342 -516
6413 3608 640
698 4942 730
3123 2130 144
6346 1187 -361
583 8907 -817
5249 8665 -192
490 7586 -34
920 5972 385
2967 8366 -533
4707 5435 807
2931 4301 458
4672 4734 -482
3100 4521 427
9422 4987 -563
9347 6666 697
2133 968 -680
9411 7419 356
8714 3510 -483
8972 4003 -978
7469 708 -618
1862 1179 -774
5412 5452 -551
4890 4135 824
6986 880 -50
9097 7049 785
2599 5161 115
9404 5761 -449
5768 7633 -497
7660 8950 -553
5874 683 472
7884 901 969
319 7848 -858
2695 5172 448
5229 7531 -290
5656 900 -473
7298 4508 195
349 7958 399
1534 9642 434
7175 5653 -58
1210 6133 -821
7980 6061 224
6080 8447 200
7650 9137 -836
488 6242 -573
7116 6966 297
2069 4437 -282
1609 10 733
934 7741 -91
1171 4293 663
70 1201 616
2532 6270 -935
7499 2342 505
8414 1300 614
5163 2528 -887
6286 5722 865
3775 5255 -875
2500 8654 -786
9072 6343 550
2568 9615 77
9577 2489 957
5780 9549 259
6533 5064 828
5013 2890 -371
3322 6048 190
6573 352 -186
9529 6751 -167
1049 3951 -334
4281 2192 689
3898 1984 767
1701 986 324
8922 5484 -801
2755 3808 -181
8996 3190 211
7369 2599 915
5253 5965 742
8368 9400 90
7012 489 453
2656 703 -882
2154 2029 362
9128 7444 105
4896 4032 505
141 994 -983
6837 3640 127
5685 3356 576
6870 3838 -478
2861 7806 -169
7184 5714 -633
9420 3041 527
3945 2648 -262
2653 5020 -948
6782 5402 -17
6660 2880 -155
6380 969 217
7256 6746 586
2923 6527 -337
4156 6307 -838
137 220 -436
5762 4279 -656
3717 3909 746
8122 7105 495
3448 2637 322
8567 4422 681
3538 5888 405
9029 8349 -778
7470 421 395
574 2535 -629
2375 1424 -577
2938 7386 -527
6811 7965 -633
8649 4995 301
2498 5960 117
5275 339 70
159 3169 -539
4117 4755 -322
9085 6353 -200
7097 2423 917
8938 6556 -451
8348 8017 571
4275 5801 722
4531 6471 -922
6495 7060 854
3684 8420 673
2974 7596 929
4880 5627 209
298 8187 -168
7179 1902 518
8115 5477 -68
6717 629 527
8494 668 -952
4892 5957 910
3719 6751 255
8638 5391 902
3024 8832 -82
9110 1021 720
6311 1747 240
5555 9687 -866
3023 3854 166
1765 18 -770
6391 3413 922
5009 4107 431
3644 3747 -892
6558 9183 24
3382 1611 -757
4101 2707 858
6877 8331 659
8673 6626 -355
8197 4376 -755
204 2652 -334
3123 5104 -152
1260 1445 -351
6220 9022 780
3 6617 451
6304 5913 752
4040 8375 -770
6808 1499 -498
69 6160 133
5618 3208 765
9635 2418 670
6182 5434 463
8824 187 996
933 2886 221
2277 8761 -998
2314 5718 849
3763 245 182
9443 7728 -975
491 5166 -352
3295 866 415
3604 8199 -738
6299 518 431
119 8191 -576
7153 3130 -689
8779 8861 -120
6025 7490 818
1798 2295 28
7543 8473 614
4022 2542 263
5211 2309 258
8490 8462 535
3948 7034 -166
3717 6036 -500
3585 8506 169
5933 9492 850
267 8970 409
7573 2450 -348
5620 3589 -400
3334 5225 842
5701 9197 -357
8609 9564 975
8614 2535 -581
3871 2325 594
2124 4436 -338
365 6288 -82
6312 6447 404
9188 4070 -244
7302 8636 220
3028 9110 -451
6850 3174 228
868 2271 827
4125 6402 516
1396 148 -524
42 1046 -535
718 8904 781
9261 2409 7
9193 2622 -830
8900 7940 46
7245 4324 -388
4584 1188 -879
6793 5391 325
5278 7847 95
9390 6521 744
2203 4714 108
4510 6975 -396
2003 4394 951
3302 7570 -276
847 6698 12
8350 5072 -454
6349 971 758
6559 6357 606
8655 5435 301
9423 1977 -244
3750 4619 -219
4686 3585 -86
9510 9661 -254
8085 6333 700
5966 4077 -159
4655 5468 -749
6049 7490 -520
3516 8918 259
1368 558 187
7878 1579 -57
6255 6264 249
7890 8275 336
4883 1090 -137
807 4747 22
8066 2080 978
3302 3143 632
8497 6626 -783
2704 2549 -343
5188 2345 29
8445 2675 939
3804 7848 270
238 761 707
9434 8974 146
866 6189 -744
3540 9291 -195
2407 5680 77
7593 2681 -712
4272 8849 -300
14 127 -966
4906 5093 -689
501 2042 -987
3079 6952 65
8677 5915 -281
6658 7972 338
7260 8461 137
696 4338 -993
8629 8439 618
3195 348 168
8176 6898 954
5502 5055 692
8664 5006 -830
6334 1782 629
1157 2754 -42
2256 2413 225
7447 431 45
5678 2532 -205
5750 1045 700
303 71 198
6174 5214 798
6543 6893 278
3847 5796 -783
7559 9354 -221
3101 2072 580
5330 7136 -739
6447 3795 -734
3789 5642 -599
8251 7690 658
1093 6414 -499
3444 9163 -947
4896 2979 -868
4412 6076 389
8769 3850 -232
2659 8680 365
8661 1180 716
3753 4121 306
7235 7956 397
5374 7232 913
8403 7606 -617
634 7083 455
8880 653 -882
4600 1881 -55
3549 312 542
6420 5473 274
7977 2557 -860
2883 50 514
7229 4439 -704
3204 6515 1000
1472 9107 -837
7624 6230 -694
5018 4891 -24
119 3952 763
4484 4186 685
9173 1475 507
4455 7015 -19
2733 2344 -140
9022 8846 235
5661 4331 541
566 6006 23
535 6356 -331
6697 3373 -630
8607 1775 31
6819 260 896
8833 9560 688
2685 2815 -138
488 4209 944
2207 4252 -753
6162 1443 223
8767 6188 -907
2304 5542 -353
6727 5356 953
8727 274 -670
3877 1734 -925
7491 6779 881
379 4521 -567
8052 5830 -557
3017 5892 476
2765 6239 65
6111 4860 644
1121 7375 -758
6230 7308 -536
7742 7057 -105
4380 8756 -672
2490 194 173
8818 4386 -236
4066 2657 -530
3301 8018 -143
389 5631 715
7434 7837 603
3699 8030 193
7063 3445 416
5861 7628 -268
8223 1452 224
9084 4494 316
306 5389 -186
9228 8218 405
2777 6561 -634
3109 3844 -47
2821 3134 -736
4964 9105 944
8067 2250 81
7095 2832 -731
9049 4692 -824
4520 2773 263
1443 1493 104
1925 3338 -331
5479 2573 111
5147 6615 284
2819 8412 3
9248 4353 -246
4783 2239 -706
8989 8120 986
7759 2557 -627
824 3434 -799
8332 3900 114
6351 2638 -488
75 3345 -592
6352 5610 -844
9571 6563 216
659 6311 899
8601 1335 368
6602 4219 465
6552 4741 208
2148 5316 -167
8355 921 -793
6109 6027 -951
1891 6490 435
490 6491 946
5152 6944 984
5573 7437 -684
5216 5231 -800
8615 2155 -564
6607 4359 -204
8328 6876 392
5662 5082 440
6724 1442 -76
2137 781 -386
8181 7684 -393
1504 2388 -713
9240 7632 629
4814 1877 670
6289 1632 204
4807 4385 -869
4053 1077 -812
468 3252 415
5164 4409 -445
5745 9578 -429
4680 1757 29
6347 5983 -422
732 8263 433
8508 8277 -518
4103 511 142
4177 541 -221
880 4196 -562
5185 8707 -324
5674 5334 58
9658 84 -190
2995 3979 -378
9319 102 419
6094 5979 511
8560 7530 -507
569 5006 -828
8556 5323 457
531 470 223
3743 9650 -29
6117 723 -129
6155 8410 273
9303 3908 -656
2581 4714 -153
1506 5592 288
5762 223 -575
1136 2280 720
5712 6203 148
1743 8079 -435
881 9260 -799
6989 2125 254
1878 2880 -509
7384 2294 -796
8050 2712 90
2724 2435 608
4656 799 980
5757 8493 249
180 2177 -912
6318 7564 -90
1331 2632 512
2464 4445 -112
2356 6052 -28
8525 1905 -207
8549 7892 577
3296 1613 -492
4965 6655 79
5314 4987 -241
2532 2601 652
5445 3375 -349
7726 4092 351
2458 8196 299
1278 4546 -285
7255 8927 913
7617 3589 -381
2991 8473 317
1146 3032 -874
6759 6755 -717
5469 8694 -274
2565 7049 -327
441 4731 -628
7190 8192 699
8492 6822 953
2659 8085 639
635 4797 -715
7584 5826 -707
2880 7619 -358
4461 906 -369
6292 6813 -369
5255 1073 -425
9265 3108 -748
3865 7739 241
2963 5607 251
3012 5742 -442
6470 8812 131
6655 4264 814
1085 1992 346
3568 6495 204
9457 3709 846
4311 4022 -458
4477 2088 -483
7589 8632 732
6403 1242 -295
6787 778 967
2260 373 441
4859 1608 -502
309 561 -194
6983 1767 167
2946 1384 -528
726 6808 -323
2768 4272 -328
5291 6885 -128
4459 9180 -252
3829 9030 -548
2435 681 -136
3351 2336 -441
1426 2525 -839
9335 7168 997
7571 7611 -557
1441 5312 506
9095 6078 924
9440 905 652
6926 1563 -69
9469 5884 -165
4918 4179 694
7368 7743 706
640 1923 132
4762 3524 -565
5721 7156 146
4976 1851 -488
9219 4480 -588
7045 7614 -77
3001 4396 928
6454 931 -668
2422 6345 580
1166 3426 455
5707 360 -897
5115 6845 -555
2816 4196 982
4490 1604 339
5567 3133 -482
905 3464 218
3675 7607 344
3207 9672 -664
4745 1741 -274
4051 7246 389
7589 1384 -964
1907 4700 534
4288 7467 -550
7511 120 671
2520 4531 511
3520 7551 690
4438 7095 871
7887 3040 855
9149 3181 814
5520 4982 -465
1973 7292 -733
8098 4169 -783
5936 7247 126
2396 3037 864
3559 1068 -201
8220 1507 -592
208 8607 -365
2373 1531 -605
3243 5093 205
3249 5473 -47
7104 3378 -926
5998 127 -587
515 7611 -85
5973 5321 871
6604 3757 -417
7624 927 603
2087 953 -305
8690 712 -778
228 9188 181
5014 2086 -940
5367 2835 144
984 5989 -769
8115 3109 -560
8005 3578 998
4982 506 -855
5641 9326 648
4382 9562 -789
9209 1356 -136
5695 8189 -427
5366 6237 -513
2771 8360 -353
2975 3676 646
4550 6634 -374
5258 2243 -212
9008 8407 617
6725 4999 -935
3632 5263 795
9666 530 498
1542 8932 989
2625 5139 192
4984 7208 -993
1795 4076 -799
6251 1810 853
7559 691 -640
4219 380 -330
5292 5859 862
9597 7333 -409
8425 2616 -657
6076 712 -636
2804 3558 -780
1195 2736 -967
4469 3823 -797
4109 9186 -299
1972 9379 550
3262 8412 -326
3728 1336 99
8509 25 -378
6264 309 -866
7681 6737 248
2114 6278 -71
3880 2217 -915
5954 5829 841
5202 7723 388
9126 43 212
1080 5304 -827
9436 4746 716
2939 7875 -738
914 6794 -561
39 6138 57
8392 4487 600
1131 2479 -518
2300 4360 325
3837 9272 989
2325 2281 175
8441 1762 -235
6578 3951 -378
4381 7451 135
5393 2405 191
8381 9485 -239
9050 9238 -431
3121 466 -746
1914 5100 -479
428 4564 465
5630 6156 -974
8882 7734 -949
4760 7754 -6
5517 6409 607
4741 2415 -392
6658 5026 960
7710 9314 296
524 3996 910
8181 7611 51
5881 9302 -645
7100 7082 -459
1394 7459 198
2708 5582 -489
8306 24 -755
3328 7272 -165
491 4234 810
8699 9198 283
4676 8510 130
6828 2022 608
2488 850 -138
5174 1993 -973
8784 4543 -178
1896 6965 -691
977 6228 -831
6607 6732 309
5744 5199 507
4697 4442 174
8121 2897 -815
7981 2645 -122
8841 3644 -113
1105 2870 -548
1280 1850 -942
4913 7609 -848
4683 2501 -508
1614 9644 749
2093 3561 -101
5698 4070 -908
6588 1484 -857
7047 5502 423
3049 9461 358
9109 7514 -26
2349 5375 -777
8719 2735 402
1558 7818 118
619 3707 -959
7439 8774 -19
4668 8245 -31
8854 6971 -864
2441 2949 -782
2679 6798 876
5824 6321 -985
2683 717 412
7708 4781 174
7104 8167 -700
7222 585 -499
213 7778 231
1880 5779 -957
982 4619 406
9567 4246 550
6679 1477 528
3519 5248 -498
1090 4041 -999
7881 2617 136
4503 7924 640
7086 8801 -627
5961 1582 -898
306 5735 941
4902 2699 211
1920 1084 -557
8545 7529 -945
844 220 958
9174 4510 309
5766 1090 526
9063 475 134
112 2003 -304
4515 5333 974
8691 2181 657
129 8826 25
4920 10 -791
809 2962 -233
2222 8159 534
5463 8650 -277
9180 7719 -300
2216 558 -487
7096 7120 -250
3074 7902 -345
442 4172 -358
3678 6067 -936
2934 1882 -704
7328 3623 -585
7766 2142 -880
7363 5040 -906
550 9046 -58
2836 7841 484
3680 6875 -268
2929 8820 -350
6717 2411 358
3728 5862 -169
4491 2702 995
7407 5731 234
6907 9553 562
4989 233 963
7020 7161 560
1309 4327 -52
49 4657 592
8188 3404 261
113 2408 489
1785 1206 -61
2476 4894 111
8372 3058 464
9642 7892 -931
5413 4700 -667
260 7103 -909
7703 8625 -964
441 1102 310
297 6132 -457
1436 72 -434
5116 9467 214
7110 8585 974
922 7422 -976
7264 5121 -3
32 341 255
1750 8012 339
8252 5947 -129
1930 6521 406
3907 9001 -470
7432 463 -263
5184 9313 826
4535 548 417
3403 2327 269
1870 4548 -238
6223 8862 265
7886 5383 188
9341 6725 -967
8299 6847 -65
761 6009 -632
8694 644 -5
4522 448 -272
3427 2163 825
7474 971 991
9216 2960 -144
8859 464 -331
5497 6279 -332
6583 4946 258
535 7046 889
7915 4030 -788
9083 8025 745
5167 1313 488
185 9216 -8
2735 2063 -146
488 6799 -686
5457 9517 245
6440 9197 953
2274 6757 800
8894 5972 -453
3286 8050 -979
2629 1544 414
1101 6487 717
3052 9293 488
5194 6577 297
2298 4774 751
8340 3840 818
7729 5980 -655
8152 6491 322
7016 8962 702
6856 6175 936
4362 3841 605
6107 834 895
364 6635 -166
3873 8140 916
1438 3667 715
2305 1288 856
5083 95 382
4850 331 512
2934 293 450
6927 4077 -538
4627 2825 -167
5506 8634 -613
8294 5565 -606
7943 1760 -274
389 9082 684
7733 7513 174
1876 5771 -959
6527 555 923
1763 8876 577
3885 4632 822
4093 9209 185
3404 6618 -652
539 7559 348
4318 5255 -644
7638 9335 -936
4921 9400 225
9392 3787 539
6859 8792 -776
3794 3683 -646
2997 8399 -294
4616 4257 129
4239 5967 434
4515 7762 986
6582 6003 219
1506 3387 -801
686 7177 -870
6317 2268 -684
397 2339 576
8489 2608 -112
8860 4102 517
4343 5232 764
2464 5858 -669
1509 4543 -602
3141 8864 -178
260 9083 -120
7424 5235 843
8974 9671 -768
2593 6627 -894
3592 8498 548
8683 4708 -704
6791 9515 -436
8611 4411 120
9122 4226 -397
4390 4786 647
4317 1112 -683
2546 6617 385
973 9255 581
4068 6359 -568
6294 1742 -606
1469 5475 563
160 7236 -352
6431 7413 239
3394 3265 980
1209 1835 508
7066 2774 -771
7564 419 -69
1105 6835 417
5252 6828 579
4545 4818 -301
7674 5853 522
680 811 657
5421 5219 535
2396 100 -124
6002 9174 849
394 772 732
3865 1520 -327
7544 6662 -591
6253 2169 916
5566 8888 402
7111 6332 224
225 9517 971
4479 465 -538
5418 8110 433
3785 9588 434
8180 1732 66
4336 568 -126
9392 1639 -217
1846 9616 -715
1361 2383 876
2375 8473 706
1135 5697 844
3362 7246 834
2689 5520 366
3619 290 -532
206 3474 922
4636 4519 880
4060 5308 727
6789 3105 967
3400 8368 854
6221 3173 -391
3595 5877 -991
4336 7126 309
8241 2320 581
6227 8471 -440
7994 2077 -207
1873 6312 -788
3888 1813 -198
7922 7176 -195
1435 4979 989
8171 9009 -560
5009 4244 832
4176 1781 799
8266 5926 461
78 9456 -64
364 9271 605
4965 3480 -282
8194 6862 -976
7778 9241 -112
416 6414 -623
7623 6144 -19
5310 5603 213
2285 1085 -479
1772 6069 614
2302 9121 312
2906 6599 -113
6664 8112 -277
954 2318 215
7490 7117 971
5632 3265 -888
8422 7171 -597
7752 5386 728
5350 3616 -581
6855 7759 897
3106 5417 -329
730 6577 -983
7989 5429 798
3386 8891 602
8362 2185 -989
3921 5836 783
4252 820 -628
2881 2272 760
5109 3166 639
4943 2941 194
5118 8885 773
2513 4815 -375
845 2220 -676
7219 5114 357
4698 8041 248
6593 1827 969
9400 6004 -366
2436 2334 -986
4122 2146 -66
2053 6849 222
5687 6980 401
3622 9183 -157
6816 3314 596
5327 9632 292
3005 5754 -157
8418 1298 -331
359 7392 -768
8975 8095 350
384 1252 853
3679 6632 -16
5120 6912 221
2988 9136 277
6105 8110 -77
4991 2700 -867
6932 851 -316
8516 4930 -425
5899 6090 357
4808 7684 477
752 1819 423
2121 1951 973
806 2978 834
3178 5194 634
2506 1547 -652
5808 8383 -739
9217 6258 249
3777 2040 -822
6343 3495 475
1968 1300 454
1668 8838 74
547 6988 -690
8847 869 451
27 8131 559
8127 6917 -197
9297 3924 301
7036 73 894
3670 1519 -928
7410 6932 771
2849 4615 99
5462 7608 558
6456 2850 -585
4781 3626 -890
2587 7471 -640
2609 9270 767
102 1567 14
2915 4365 -894
7648 1961 -294
9459 3696 -754
1075 283 -228
1532 4655 -546
1681 2771 -524
2133 6999 -138
3520 7964 724
6217 457 177
5061 8487 -332
3168 5438 -488
3147 696 -57
2744 7402 912
4459 9392 -17
7905 6969 -444
9440 3222 839
6895 613 -947
8186 2271 824
2408 9464 994
6552 408 399
6187 7595 -358
8061 2542 527
7831 7319 -505
6456 3906 525
8680 5559 -347
4093 3827 -427
1747 288 580
1906 6729 -417
4302 6062 142
863 4680 -491
2662 5110 307
1058 5775 -492
510 9145 -102
5632 1230 -762
4438 4309 886
9478 6771 524
4484 5547 -155
7008 4453 400
6805 1201 -371
4552 5552 -419
189 3807 -104
8174 3416 -536
2842 2313 -445
4873 5975 -968
2803 9381 -854
2677 8110 295
6434 3077 364
2494 2224 780
2304 1776 974
4001 4635 364
4073 3365 760
9055 7176 725
3038 7706 -140
4840 2263 386
6115 964 -57
147 607 -329
374 8986 96
1047 6064 -95
1822 2956 543
3709 9672 536
5906 5261 726
3434 9347 -654
4232 5589 285
161 3445 845
4229 593 706
9507 8981 -49
2178 4624 -2
4861 3337 723
678 7020 315
3625 1279 951
5689 7548 454
2770 5339 -17
4690 6478 372
6178 32 -92
275 9049 57
9225 1964 586
3317 7455 245
1494 8855 837
8568 4399 -279
7266 5455 858
1730 5837 134
7937 5541 -153
7510 3441 123
7618 7502 -953
1762 9646 -341
4560 7991 -372
6488 8339 804
5865 6731 923
8700 8564 -492
76 8377 -354
7276 7513 -180
2295 2311 4
7599 4540 -906
219 7 520
6030 8280 315
7962 283 684
1565 7745 754
5242 186 -320
5236 7706 627
3583 1206 126
4343 3635 993
6929 3167 400
6837 3119 -148
4045 6889 543
4325 3888 470
2851 7846 762
7630 2726 985
8063 205 -506
7267 3699 -418
1583 3377 581
9663 8866 -159
1103 9643 680
3623 682 -510
8903 1823 408
6412 5850 -613
5984 1696 811
8476 4437 -727
8804 225 -894
3035 5089 879
23 5655 -745
4530 7860 21
6524 3736 -318
3317 5101 213
8121 1801 -358
5812 5928 -668
8534 5530 461
9254 6161 -588
2002 9430 -584
3128 3329 246
2454 6728 388
6496 1927 402
8245 4622 -688
5198 5431 -444
217 7888 -385
6014 1455 569
8598 7138 385
6628 522 31
723 7802 4
7008 3855 -361
89 2211 800
1453 4649 366
899 1114 -250
2389 8703 471
5354 2452 -924
8816 6813 -157
6002 9428 -900
5272 5930 -598
6277 5331 -519
3056 1121 -944
6421 7918 961
4522 4982 -980
753 8251 495
2456 1780 -378
9574 5271 285
3872 1614 -486
256 3944 240
7372 3905 -610
5229 3211 976
8999 3869 -338
1196 7883 -610
4481 497 -231
2970 9058 413
1581 2627 -786
4597 1103 -683
4181 2710 126
5196 5230 -969
8316 9569 -356
9084 8223 -587
403 7087 -941
4004 4227 -188
4907 7118 -170
8897 9439 708
6964 216 277
4245 8558 724
6053 3813 378
8786 8933 -163
9680 3702 211
999 2728 87
792 2742 734
9410 1374 719
3186 1809 505
1289 4169 476
9150 2372 870
5775 8421 341
7734 7072 -687
7036 8845 -428
3810 6907 723
4163 9360 -248
6432 4972 -399
8965 6887 362
1248 5318 -11
9103 9176 -646
660 2062 -263
7794 8471 822
5209 2990 -352
6713 5197 -114
3228 1327 381
7922 3702 -982
